Drug1,Drug2,Increase Activity Interaction,Decrease Activity Interaction,Increase Effect Interaction,Decrease Effect Interaction,Increase Efficacy Interaction,Decrease Efficacy Interaction,Other Interaction
DB01105,DB00696,0,0,0,0,0,0,1
DB01105,DB00934,0,0,1,0,0,0,0
DB01105,DB06288,0,0,1,0,0,0,0
DB01105,DB11957,0,0,1,0,0,0,0
DB01105,DB01624,0,0,1,0,0,0,0
DB01105,DB13948,0,0,1,0,0,0,0
DB01105,DB02959,0,0,1,0,0,0,0
DB01105,DB00344,0,0,1,0,0,0,0
DB01105,DB09226,0,0,1,0,0,0,0
DB01105,DB09016,0,0,1,0,0,0,0
DB01105,DB01239,0,0,1,0,0,0,0
DB01105,DB04821,0,0,1,0,0,0,0
DB01105,DB04818,1,0,0,0,0,0,0
DB01105,DB09243,1,0,0,0,0,0,0
DB01105,DB11755,0,0,1,0,0,0,0
DB01105,DB00391,0,0,1,0,0,0,0
DB01105,DB00579,0,0,1,0,0,0,0
DB01105,DB00472,0,0,1,0,0,0,0
DB01105,DB01509,0,0,1,0,0,0,0
DB01105,DB04948,0,0,0,0,1,0,0
DB01105,DB06480,0,1,0,0,0,0,0
DB01105,DB00176,0,0,1,0,0,0,0
DB01105,DB05271,1,0,0,0,0,0,0
DB01105,DB09247,0,0,1,0,0,0,0
DB01105,DB01079,0,0,1,0,0,0,0
DB01105,DB04896,0,0,1,0,0,0,0
DB01105,DB09244,1,0,0,0,0,0,0
DB01105,DB00601,0,0,1,0,0,0,0
DB01105,DB09187,0,0,1,0,0,0,0
DB01105,DB09307,0,0,1,0,0,0,0
DB01105,DB00508,0,0,1,0,0,0,0
DB01105,DB01151,0,0,1,0,0,0,0
DB01105,DB13225,0,0,1,0,0,0,0
DB01105,DB00865,0,0,1,0,0,0,0
DB01105,DB00589,0,0,1,0,0,0,0
DB01105,DB13940,0,0,1,0,0,0,0
DB01105,DB13550,0,0,1,0,0,0,0
DB01105,DB00933,0,0,1,0,0,0,0
DB01105,DB09042,0,0,1,0,0,0,0
DB01105,DB00715,0,0,1,0,0,0,0
DB01105,DB06684,0,0,1,0,0,0,0
DB01105,DB06654,1,0,0,0,0,0,0
DB01105,DB01242,0,0,1,0,0,0,0
DB01105,DB08953,0,0,1,0,0,0,0
DB01105,DB00780,1,0,0,0,0,0,0
DB01105,DB13876,1,0,0,0,0,0,0
DB01105,DB00904,0,0,1,0,0,0,0
DB01105,DB12833,0,0,1,0,0,0,0
DB01105,DB00752,1,0,0,0,0,0,0
DB01105,DB13114,0,0,1,0,0,0,0
DB01105,DB13273,0,0,1,0,0,0,0
DB01105,DB01392,0,0,1,0,0,0,0
DB01105,DB00952,0,0,1,0,0,0,0
DB01105,DB11859,0,0,1,0,0,0,0
DB01105,DB00837,0,0,1,0,0,0,0
DB01105,DB08059,0,0,1,0,0,0,0
DB01105,DB01238,0,0,1,0,0,0,0
DB01105,DB12163,0,0,1,0,0,0,0
DB01105,DB13875,1,0,0,0,0,0,0
DB01105,DB01104,0,0,1,0,0,0,0
DB01105,DB01142,0,0,1,0,0,0,0
DB01105,DB09185,0,0,0,0,0,0,1
DB01105,DB05542,0,0,1,0,0,0,0
DB01105,DB00721,1,0,0,0,0,0,0
DB01105,DB11686,0,0,1,0,0,0,0
DB01105,DB05607,0,0,1,0,0,0,0
DB01105,DB01622,0,0,1,0,0,0,0
DB01105,DB08839,0,0,1,0,0,0,0
DB01105,DB00875,0,0,1,0,0,0,0
DB01105,DB11699,0,0,1,0,0,0,0
DB01105,DB11675,0,0,1,0,0,0,0
DB01105,DB06077,0,0,1,0,0,0,0
DB01105,DB05316,0,0,0,0,0,0,0
DB01105,DB08996,0,0,1,0,0,0,0
DB01105,DB01626,1,0,0,0,0,0,0
DB01105,DB01191,0,0,1,0,0,0,0
DB01105,DB06506,0,0,0,0,0,0,0
DB01105,DB00751,0,0,1,0,0,0,0
DB01105,DB08811,0,0,1,0,0,0,0
DB01105,DB04829,0,0,1,0,0,0,0
DB01105,DB13384,0,0,1,0,0,0,0
DB01105,DB04946,0,0,1,0,0,0,0
DB01105,DB00408,0,0,1,0,0,0,0
DB01105,DB06700,0,0,1,0,0,0,0
DB01105,DB13246,0,0,1,0,0,0,0
DB01105,DB14185,0,0,1,0,0,0,0
DB01105,DB00434,0,0,0,0,0,1,0
DB01105,DB11732,0,0,1,0,0,0,0
DB01105,DB00206,0,0,1,0,0,0,0
DB01105,DB06204,1,0,0,0,0,0,0
DB01105,DB09023,0,0,1,0,0,0,0
DB01105,DB01367,1,0,0,0,0,0,0
DB01105,DB14754,0,0,1,0,0,0,0
DB01105,DB01224,0,0,1,0,0,0,0
DB01105,DB00216,0,0,1,0,0,0,0
DB01105,DB01616,0,0,1,0,0,0,0
DB01105,DB00458,0,0,1,0,0,0,0
DB01105,DB06582,0,0,1,0,0,0,0
DB01105,DB01577,0,0,1,0,0,0,0
DB01105,DB01445,0,0,1,0,0,0,0
DB01105,DB04832,0,0,1,0,0,0,0
DB01105,DB12465,0,0,1,0,0,0,0
DB01105,DB00490,0,0,1,0,0,0,0
DB01105,DB13014,0,0,1,0,0,0,0
DB01105,DB00477,0,0,1,0,0,0,0
DB01105,DB00656,0,0,1,0,0,0,0
DB01105,DB01149,0,0,0,0,0,0,1
DB01105,DB13352,0,0,1,0,0,0,0
DB01105,DB09184,0,0,1,0,0,0,0
DB01105,DB01049,0,0,1,0,0,0,0
DB01105,DB00924,0,0,1,0,0,0,0
DB01105,DB00285,0,0,1,0,0,0,0
DB01105,DB06660,0,0,1,0,0,0,0
DB01105,DB00969,0,0,1,0,0,0,0
DB01105,DB00866,0,0,1,0,0,0,0
DB01105,DB01356,0,0,1,0,0,0,0
DB01105,DB01247,1,0,0,0,0,0,0
DB01105,DB06731,0,0,1,0,0,0,0
DB01105,DB00321,0,0,1,0,0,0,0
DB01105,DB08550,1,0,0,0,0,0,0
DB01105,DB04917,0,0,1,0,0,0,0
DB01105,DB00777,0,0,1,0,0,0,0
DB01105,DB06216,0,0,1,0,0,0,0
DB01105,DB04871,0,0,1,0,0,0,0
DB01105,DB00714,0,0,1,0,0,0,0
DB01105,DB00476,0,0,1,0,0,0,0
DB01105,DB00420,0,0,1,0,0,0,0
DB01105,DB09014,0,0,1,0,0,0,0
DB01105,DB01621,0,0,1,0,0,0,0
DB01105,DB01069,0,0,1,0,0,0,0
DB01105,DB14509,0,0,1,0,0,0,0
DB01105,DB04599,0,0,1,0,0,0,0
DB01105,DB09241,1,0,0,0,0,0,0
DB01105,DB09249,1,0,0,0,0,0,0
DB01105,DB01614,0,0,1,0,0,0,0
DB01105,DB00377,0,0,1,0,0,0,0
DB01105,DB01359,0,0,1,0,0,0,0
DB01105,DB13520,0,0,1,0,0,0,0
DB01105,DB00248,0,0,1,0,0,0,0
DB01105,DB01954,0,0,1,0,0,0,0
DB01105,DB09253,1,0,0,0,0,0,0
DB01105,DB00679,0,0,1,0,0,0,0
DB01105,DB00669,0,0,1,0,0,0,0
DB01105,DB04842,0,0,1,0,0,0,0
DB01105,DB09251,1,0,0,0,0,0,0
DB01105,DB01267,0,0,1,0,0,0,0
DB01105,DB00614,1,0,0,0,0,0,0
DB01105,DB12661,0,0,1,0,0,0,0
DB01105,DB14010,0,0,1,0,0,0,0
DB01105,DB00604,0,0,1,0,0,0,0
DB01105,DB13219,0,0,1,0,0,0,0
DB01105,DB04885,0,0,1,0,0,0,0
DB01105,DB06109,0,0,1,0,0,0,0
DB01105,DB00540,0,0,1,0,0,0,0
DB01105,DB12427,0,0,1,0,0,0,0
DB01105,DB01454,0,0,1,0,0,0,0
DB01105,DB00889,0,0,1,0,0,0,0
DB01105,DB09186,0,0,1,0,0,0,0
DB01105,DB06512,0,0,1,0,0,0,0
DB01105,DB13457,0,0,1,0,0,0,0
DB01105,DB00953,0,0,1,0,0,0,0
DB01105,DB09061,0,0,1,0,0,0,0
DB01105,DB09248,1,0,0,0,0,0,0
DB01105,DB08810,0,0,1,0,0,0,0
DB01105,DB08918,0,0,1,0,0,0,0
DB01105,DB09254,1,0,0,0,0,0,0
DB01105,DB01171,1,0,0,0,0,0,0
DB01105,DB01200,0,0,1,0,0,0,0
DB01105,DB06153,0,0,1,0,0,0,0
DB01105,DB01037,1,0,0,0,0,0,0
DB01105,DB09225,0,0,1,0,0,0,0
DB01105,DB09167,0,0,1,0,0,0,0
DB01105,DB06148,0,0,1,0,0,0,0
DB01105,DB00315,0,0,1,0,0,0,0
DB01105,DB12110,0,0,1,0,0,0,0
DB01105,DB00234,0,0,1,0,0,0,0
DB01105,DB12111,0,0,1,0,0,0,0
DB01105,DB12071,0,0,1,0,0,0,0
DB01105,DB05227,0,0,1,0,0,0,0
DB01105,DB09290,0,0,1,0,0,0,0
DB01105,DB05562,0,0,1,0,0,0,0
DB01105,DB01175,0,0,1,0,0,0,0
DB01105,DB08815,0,0,1,0,0,0,0
DB01105,DB13496,0,0,1,0,0,0,0
DB01105,DB12930,0,0,1,0,0,0,0
DB01105,DB00320,0,0,1,0,0,0,0
DB01105,DB09190,0,0,1,0,0,0,0
DB01105,DB00543,0,0,1,0,0,0,0
DB01105,DB12229,0,0,1,0,0,0,0
DB01105,DB04908,0,0,1,0,0,0,0
DB01105,DB06701,0,0,1,0,0,0,0
DB01105,DB00574,0,0,1,0,0,0,0
DB01105,DB00805,1,0,0,0,0,0,0
DB01105,DB13588,0,0,1,0,0,0,0
DB01105,DB12395,0,0,1,0,0,0,0
DB01105,DB00514,0,0,1,0,0,0,0
DB01105,DB01442,0,0,1,0,0,0,0
DB01105,DB01168,1,0,0,0,0,0,0
DB01105,DB01484,0,0,1,0,0,0,0
DB01105,DB01403,1,0,0,0,0,0,0
DB01105,DB01253,0,0,1,0,0,0,0
DB01105,DB00960,0,0,1,0,0,0,0
DB01105,DB00454,0,0,1,0,0,0,0
DB01105,DB09250,1,0,0,0,0,0,0
DB01105,DB01114,0,0,1,0,0,0,0
DB01105,DB04820,1,0,0,0,0,0,0
DB01105,DB12951,0,0,1,0,0,0,0
DB01105,DB04836,0,0,1,0,0,0,0
DB09068,DB09128,0,0,1,0,0,0,0
DB09068,DB00247,1,0,0,0,0,0,0
DB09068,DB00333,0,0,1,0,0,0,0
DB09068,DB00246,0,0,1,0,0,0,0
DB09068,DB01488,0,0,1,0,0,0,0
DB09068,DB06144,0,0,1,0,0,0,0
DB09068,DB09195,0,0,1,0,0,0,0
DB09068,DB05395,0,0,1,0,0,0,0
DB09068,DB01623,0,0,1,0,0,0,0
DB09068,DB08927,0,0,1,0,0,0,0
DB09068,DB04017,0,0,0,0,0,0,1
DB09068,DB12177,0,0,1,0,0,0,0
DB09068,DB11823,0,0,1,0,0,0,0
DB09068,DB13411,0,0,1,0,0,0,0
DB09068,DB04884,0,0,1,0,0,0,0
DB09068,DB00193,0,0,1,0,0,0,0
DB09068,DB12184,0,0,1,0,0,0,0
DB09068,DB09223,0,0,1,0,0,0,0
DB09068,DB00370,1,0,0,0,0,0,0
DB09068,DB00546,0,0,1,0,0,0,0
DB09068,DB09289,0,0,1,0,0,0,0
DB09068,DB12725,0,0,1,0,0,0,0
DB09068,DB00363,0,0,0,0,0,0,1
DB09068,DB06446,0,0,1,0,0,0,0
DB09068,DB14507,0,1,0,0,0,0,0
DB09068,DB01323,0,0,0,0,0,0,1
DB09068,DB06678,0,0,1,0,0,0,0
DB09068,DB11889,0,0,1,0,0,0,0
DB09068,DB12361,0,0,1,0,0,0,0
DB09068,DB00918,0,0,1,0,0,0,0
DB09068,DB13233,0,0,1,0,0,0,0
DB09068,DB00215,0,0,1,0,0,0,0
DB09068,DB09246,0,0,0,0,0,0,1
DB09068,DB01618,0,0,1,0,0,0,0
DB09068,DB01537,0,0,0,0,0,0,0
DB09068,DB09194,0,0,1,0,0,0,0
DB09068,DB06016,0,0,1,0,0,0,0
DB09068,DB09286,0,0,1,0,0,0,0
DB09068,DB00757,0,0,1,0,0,0,0
DB09068,DB09252,0,0,0,0,0,0,1
DB09068,DB00334,1,0,0,0,0,0,0
DB09068,DB12883,0,0,1,0,0,0,0
DB09068,DB01186,1,0,0,0,0,0,0
DB09068,DB12693,0,0,0,0,0,0,1
DB09068,DB00734,0,0,1,0,0,0,0
DB09068,DB06594,0,0,1,0,0,0,0
DB09068,DB00726,0,0,0,0,0,0,1
DB09068,DB13782,0,0,1,0,0,0,0
DB09068,DB00998,0,0,1,0,0,0,0
DB09068,DB00813,0,0,1,0,0,0,0
DB09068,DB01156,0,0,1,0,0,0,0
DB09068,DB00696,0,0,0,0,0,0,1
DB09068,DB00934,1,0,0,0,0,0,0
DB09068,DB06288,0,0,1,0,0,0,0
DB09068,DB11957,0,0,1,0,0,0,0
DB09068,DB01624,0,0,1,0,0,0,0
DB09068,DB13948,0,0,1,0,0,0,0
DB09068,DB02959,0,0,1,0,0,0,0
DB09068,DB00344,0,0,1,0,0,0,0
DB09068,DB09226,0,0,1,0,0,0,0
DB09068,DB09016,0,0,1,0,0,0,0
DB09068,DB01239,1,0,0,0,0,0,0
DB09068,DB04821,0,0,1,0,0,0,0
DB09068,DB04818,0,0,0,0,0,0,1
DB09068,DB09243,0,0,0,0,0,0,1
DB09068,DB11755,0,0,1,0,0,0,0
DB09068,DB00391,0,0,1,0,0,0,0
DB09068,DB00579,0,0,1,0,0,0,0
DB09068,DB00472,0,0,0,0,0,0,1
DB09068,DB01509,0,0,1,0,0,0,0
DB09068,DB04948,0,0,0,0,1,0,0
DB09068,DB06480,0,1,0,0,0,0,0
DB09068,DB00176,0,0,0,0,0,0,1
DB09068,DB05271,1,0,0,0,0,0,0
DB09068,DB09247,0,0,1,0,0,0,0
DB09068,DB01079,0,0,0,0,0,0,1
DB09068,DB04896,0,0,1,0,0,0,0
DB09068,DB09244,0,0,0,0,0,0,1
DB09068,DB00601,0,0,1,0,0,0,0
DB09068,DB09187,0,0,1,0,0,0,0
DB09068,DB09307,0,0,1,0,0,0,0
DB09068,DB00508,1,0,0,0,0,0,0
DB09068,DB01151,0,0,0,0,0,0,1
DB09068,DB13225,0,0,1,0,0,0,0
DB09068,DB00865,0,0,1,0,0,0,0
DB09068,DB00589,1,0,0,0,0,0,0
DB09068,DB13940,0,0,1,0,0,0,0
DB09068,DB13550,0,0,1,0,0,0,0
DB09068,DB00933,0,0,1,0,0,0,0
DB09068,DB09042,0,0,1,0,0,0,0
DB09068,DB00715,0,0,0,0,0,0,1
DB09068,DB06684,0,0,0,0,0,0,1
DB09068,DB06654,0,0,0,0,0,0,1
DB09068,DB01242,0,0,0,0,0,0,1
DB09068,DB08953,0,0,1,0,0,0,0
DB09068,DB00780,0,0,0,0,0,0,1
DB09068,DB13876,0,0,0,0,0,0,1
DB09068,DB00904,0,0,1,0,0,0,0
DB09068,DB12833,0,0,1,0,0,0,0
DB09068,DB00752,0,0,0,0,0,0,1
DB09068,DB13114,0,0,1,0,0,0,0
DB09068,DB13273,0,0,1,0,0,0,0
DB09068,DB01392,0,0,0,0,1,0,0
DB09068,DB00952,0,0,1,0,0,0,0
DB09068,DB11859,0,0,1,0,0,0,0
DB09068,DB00837,0,0,1,0,0,0,0
DB09068,DB08059,0,0,1,0,0,0,0
DB09068,DB01238,1,0,0,0,0,0,0
DB09068,DB12163,0,0,1,0,0,0,0
DB09068,DB13875,0,0,0,0,0,0,1
DB09068,DB01104,0,0,1,0,0,0,0
DB09068,DB01142,1,0,0,0,0,0,0
DB09068,DB09185,0,0,0,0,0,0,1
DB09068,DB05542,0,0,1,0,0,0,0
DB09068,DB00721,0,0,0,0,0,0,1
DB09068,DB11686,0,0,1,0,0,0,0
DB09068,DB05607,0,0,1,0,0,0,0
DB09068,DB01622,0,0,1,0,0,0,0
DB09068,DB08839,0,0,1,0,0,0,0
DB09068,DB00875,1,0,0,0,0,0,0
DB09068,DB11699,0,0,1,0,0,0,0
DB09068,DB11675,0,0,1,0,0,0,0
DB09068,DB06077,0,0,1,0,0,0,0
DB09068,DB05316,0,0,0,0,0,0,0
DB09068,DB08996,0,0,1,0,0,0,0
DB09068,DB01626,0,0,0,0,0,0,1
DB09068,DB01191,0,0,1,0,0,0,0
DB09068,DB06506,0,0,0,0,0,0,1
DB09068,DB00751,0,0,1,0,0,0,0
DB09068,DB08811,0,0,1,0,0,0,0
DB09068,DB04829,1,0,0,0,0,0,0
DB09068,DB13384,0,0,1,0,0,0,0
DB09068,DB04946,0,0,1,0,0,0,0
DB09068,DB00408,0,0,1,0,0,0,0
DB09068,DB06700,0,0,1,0,0,0,0
DB09068,DB13246,0,0,1,0,0,0,0
DB09068,DB14185,0,0,1,0,0,0,0
DB09068,DB00434,1,0,0,0,0,0,0
DB09068,DB11732,0,0,1,0,0,0,0
DB09068,DB00206,0,0,1,0,0,0,0
DB09068,DB06204,1,0,0,0,0,0,0
DB09068,DB09023,1,0,0,0,0,0,0
DB09068,DB01367,0,0,0,0,0,0,1
DB09068,DB14754,0,0,1,0,0,0,0
DB09068,DB01224,1,0,0,0,0,0,0
DB09068,DB00216,0,0,1,0,0,0,0
DB09068,DB01616,0,0,1,0,0,0,0
DB09068,DB00458,0,0,0,0,0,0,1
DB09068,DB06582,0,0,1,0,0,0,0
DB09068,DB01577,0,0,1,0,0,0,0
DB09068,DB01445,0,0,1,0,0,0,0
DB09068,DB04832,0,0,1,0,0,0,0
DB09068,DB12465,0,0,1,0,0,0,0
DB09068,DB00490,0,0,1,0,0,0,0
DB09068,DB13014,0,0,1,0,0,0,0
DB09068,DB00477,0,0,0,0,0,0,1
DB09068,DB00656,0,0,1,0,0,0,0
DB09068,DB01149,0,0,0,0,0,0,1
DB09068,DB13352,0,0,1,0,0,0,0
DB09068,DB09184,0,0,1,0,0,0,0
DB09068,DB01049,1,0,0,0,0,0,0
DB09068,DB00924,0,0,1,0,0,0,0
DB09068,DB00285,0,0,1,0,0,0,0
DB09068,DB06660,0,0,1,0,0,0,0
DB09068,DB00969,0,0,1,0,0,0,0
DB09068,DB00866,0,0,1,0,0,0,0
DB09068,DB01356,0,0,1,0,0,0,0
DB09068,DB01247,0,0,0,0,0,0,1
DB09068,DB06731,0,0,1,0,0,0,0
DB09068,DB00321,0,0,0,0,0,0,1
DB09068,DB08550,0,0,0,0,0,0,1
DB09068,DB04917,0,0,1,0,0,0,0
DB09068,DB00777,1,0,0,0,0,0,0
DB09068,DB06216,0,0,1,0,0,0,0
DB09068,DB04871,0,0,0,0,0,0,1
DB09068,DB00714,0,0,1,0,0,0,0
DB09068,DB00476,0,0,0,0,0,0,1
DB09068,DB00420,1,0,0,0,0,0,0
DB09068,DB09014,0,0,1,0,0,0,0
DB09068,DB01621,0,0,1,0,0,0,0
DB09068,DB01069,1,0,0,0,0,0,0
DB09068,DB14509,0,1,0,0,0,0,0
DB09068,DB04599,0,0,1,0,0,0,0
DB09068,DB09241,1,0,0,0,0,0,0
DB09068,DB09249,0,0,0,0,0,0,1
DB09068,DB01614,0,0,1,0,0,0,0
DB09068,DB00377,0,0,1,0,0,0,0
DB09068,DB01359,0,0,1,0,0,0,0
DB09068,DB13520,1,0,0,0,0,0,0
DB09068,DB00248,1,0,0,0,0,0,0
DB09068,DB01954,0,0,1,0,0,0,0
DB09068,DB09253,0,0,0,0,0,0,1
DB09068,DB00679,0,0,0,0,0,0,1
DB09068,DB00669,0,0,1,0,0,0,0
DB09068,DB04842,0,0,1,0,0,0,0
DB09068,DB09251,0,0,0,0,0,0,1
DB09068,DB01267,0,0,1,0,0,0,0
DB09068,DB00614,0,0,0,0,0,0,1
DB09068,DB12661,0,0,1,0,0,0,0
DB09068,DB14010,0,0,1,0,0,0,0
DB09068,DB00604,0,0,0,0,0,0,1
DB09068,DB13219,0,0,1,0,0,0,0
DB09068,DB04885,0,0,1,0,0,0,0
DB09068,DB06109,0,0,1,0,0,0,0
DB09068,DB00540,0,0,0,0,0,0,1
DB09068,DB12427,0,0,1,0,0,0,0
DB09068,DB01454,0,0,1,0,0,0,0
DB09068,DB00889,0,0,1,0,0,0,0
DB09068,DB09186,0,0,1,0,0,0,0
DB09068,DB06512,0,0,1,0,0,0,0
DB09068,DB13457,0,0,1,0,0,0,0
DB09068,DB00953,0,0,1,0,0,0,0
DB09068,DB09061,0,0,1,0,0,0,0
DB09068,DB09248,0,0,0,0,0,0,1
DB09068,DB08810,0,0,1,0,0,0,0
DB09068,DB08918,0,0,1,0,0,0,0
DB09068,DB09254,0,0,0,0,0,0,1
DB09068,DB01171,0,0,0,0,0,0,1
DB09068,DB01200,1,0,0,0,0,0,0
DB09068,DB06153,1,0,0,0,0,0,0
DB09068,DB01037,0,0,0,0,0,0,1
DB09068,DB09225,0,0,1,0,0,0,0
DB09068,DB09167,0,0,0,0,0,0,1
DB09068,DB06148,0,0,1,0,0,0,0
DB09068,DB00315,0,0,1,0,0,0,0
DB09068,DB12110,0,0,1,0,0,0,0
DB09068,DB00234,0,0,1,0,0,0,0
DB09068,DB12111,0,0,1,0,0,0,0
DB09068,DB12071,0,0,1,0,0,0,0
DB09068,DB05227,0,0,1,0,0,0,0
DB09068,DB09290,0,0,1,0,0,0,0
DB09068,DB05562,0,0,1,0,0,0,0
DB09068,DB01175,0,0,1,0,0,0,0
DB09068,DB08815,0,0,1,0,0,0,0
DB09068,DB13496,0,0,1,0,0,0,0
DB09068,DB12930,0,0,1,0,0,0,0
DB09068,DB00320,1,0,0,0,0,0,0
DB09068,DB09190,0,0,1,0,0,0,0
DB09068,DB00543,0,0,0,0,0,0,1
DB09068,DB12229,0,0,1,0,0,0,0
DB09068,DB04908,0,0,1,0,0,0,0
DB09068,DB06701,0,0,1,0,0,0,0
DB09068,DB00574,0,0,1,0,0,0,0
DB09068,DB00805,0,0,0,0,0,0,1
DB09068,DB13588,0,0,1,0,0,0,0
DB09068,DB12395,0,0,1,0,0,0,0
DB09068,DB00514,0,0,1,0,0,0,0
DB09068,DB01442,0,0,1,0,0,0,0
DB09068,DB01168,0,0,0,0,0,0,1
DB09068,DB01484,0,0,1,0,0,0,0
DB09068,DB01403,1,0,0,0,0,0,0
DB09068,DB01253,1,0,0,0,0,0,0
DB09068,DB00960,0,0,1,0,0,0,0
DB09068,DB00454,0,0,1,0,0,0,0
DB09068,DB09250,0,0,0,0,0,0,1
DB09068,DB01114,0,0,1,0,0,0,0
DB09068,DB04820,0,0,0,0,0,0,1
DB09068,DB12951,0,0,1,0,0,0,0
DB09068,DB04836,0,0,1,0,0,0,0
DB09128,DB00247,1,0,0,0,0,0,0
DB09128,DB00333,0,0,1,0,0,0,0
DB09128,DB00246,0,0,0,0,0,0,1
DB09128,DB01488,0,0,1,0,0,0,0
DB09128,DB06144,0,0,1,0,0,0,0
DB09128,DB09195,0,0,1,0,0,0,0
DB09128,DB05395,0,0,0,0,0,1,0
DB09128,DB01623,0,0,1,0,0,0,0
DB09128,DB08927,0,0,1,0,0,0,0
DB09128,DB04017,0,0,0,0,0,0,1
DB09128,DB12177,0,0,1,0,0,0,0
DB09128,DB11823,0,0,1,0,0,0,0
DB09128,DB13411,0,0,1,0,0,0,0
DB09128,DB04884,1,0,0,0,0,0,0
DB09128,DB00193,0,0,1,0,0,0,0
DB09128,DB12184,0,0,1,0,0,0,0
DB09128,DB09223,0,0,1,0,0,0,0
DB09128,DB00370,1,0,0,0,0,0,0
DB09128,DB00546,0,0,1,0,0,0,0
DB09128,DB09289,0,0,1,0,0,0,0
DB09128,DB12725,0,0,1,0,0,0,0
DB09128,DB00363,0,0,0,0,0,0,1
DB09128,DB06446,0,0,1,0,0,0,0
DB09128,DB14507,1,0,0,0,0,0,0
DB09128,DB01323,0,0,0,0,0,0,1
DB09128,DB06678,0,0,1,0,0,0,0
DB09128,DB11889,0,0,1,0,0,0,0
DB09128,DB12361,0,0,1,0,0,0,0
DB09128,DB00918,0,0,1,0,0,0,0
DB09128,DB13233,0,0,1,0,0,0,0
DB09128,DB00215,0,0,1,0,0,0,0
DB09128,DB09246,0,0,0,0,0,0,1
DB09128,DB01618,0,0,1,0,0,0,0
DB09128,DB01537,0,0,0,0,0,1,0
DB09128,DB09194,0,0,1,0,0,0,0
DB09128,DB06016,0,0,1,0,0,0,0
DB09128,DB09286,0,0,1,0,0,0,0
DB09128,DB00757,0,0,1,0,0,0,0
DB09128,DB09252,0,0,0,0,0,0,1
DB09128,DB00334,1,0,0,0,0,0,0
DB09128,DB12883,0,0,1,0,0,0,0
DB09128,DB01186,0,0,0,1,0,0,0
DB09128,DB12693,0,0,0,0,0,0,1
DB09128,DB00734,1,0,0,0,0,0,0
DB09128,DB06594,0,0,1,0,0,0,0
DB09128,DB00726,1,0,0,0,0,0,0
DB09128,DB13782,0,0,1,0,0,0,0
DB09128,DB00998,0,0,1,0,0,0,0
DB09128,DB00813,0,0,1,0,0,0,0
DB09128,DB01156,0,0,0,0,0,0,1
DB09128,DB00696,0,0,0,0,0,0,1
DB09128,DB00934,1,0,0,0,0,0,0
DB09128,DB06288,1,0,0,0,0,0,0
DB09128,DB11957,0,0,1,0,0,0,0
DB09128,DB01624,1,0,0,0,0,0,0
DB09128,DB13948,0,0,1,0,0,0,0
DB09128,DB02959,0,0,1,0,0,0,0
DB09128,DB00344,0,0,1,0,0,0,0
DB09128,DB09226,0,0,1,0,0,0,0
DB09128,DB09016,0,0,1,0,0,0,0
DB09128,DB01239,1,0,0,0,0,0,0
DB09128,DB04821,0,0,1,0,0,0,0
DB09128,DB04818,0,0,0,0,0,0,1
DB09128,DB09243,0,0,0,0,0,0,1
DB09128,DB11755,0,0,1,0,0,0,0
DB09128,DB00391,1,0,0,0,0,0,0
DB09128,DB00579,0,0,1,0,0,0,0
DB09128,DB00472,0,0,0,0,0,0,1
DB09128,DB01509,0,0,0,0,0,1,0
DB09128,DB04948,0,0,0,0,1,0,0
DB09128,DB06480,0,0,0,0,0,0,0
DB09128,DB00176,0,0,0,0,0,0,1
DB09128,DB05271,1,0,0,0,0,0,0
DB09128,DB09247,0,0,1,0,0,0,0
DB09128,DB01079,0,0,0,0,0,0,1
DB09128,DB04896,0,0,0,0,0,0,1
DB09128,DB09244,0,0,0,0,0,0,1
DB09128,DB00601,0,0,1,0,0,0,0
DB09128,DB09187,0,0,1,0,0,0,0
DB09128,DB09307,0,0,1,0,0,0,0
DB09128,DB00508,1,0,0,0,0,0,0
DB09128,DB01151,0,0,0,0,0,0,1
DB09128,DB13225,0,0,1,0,0,0,0
DB09128,DB00865,0,0,0,0,0,1,0
DB09128,DB00589,0,0,0,1,0,0,0
DB09128,DB13940,0,0,0,0,0,1,0
DB09128,DB13550,0,0,1,0,0,0,0
DB09128,DB00933,0,0,1,0,0,0,0
DB09128,DB09042,0,0,0,0,0,0,0
DB09128,DB00715,0,0,0,0,0,0,1
DB09128,DB06684,0,0,0,0,0,0,1
DB09128,DB06654,0,0,0,0,0,0,1
DB09128,DB01242,0,0,0,0,0,0,1
DB09128,DB08953,0,0,0,0,0,0,1
DB09128,DB00780,0,0,0,0,0,0,1
DB09128,DB13876,0,0,0,0,0,0,1
DB09128,DB00904,0,0,1,0,0,0,0
DB09128,DB12833,0,0,1,0,0,0,0
DB09128,DB00752,0,0,0,0,0,0,1
DB09128,DB13114,0,0,1,0,0,0,0
DB09128,DB13273,0,0,1,0,0,0,0
DB09128,DB01392,0,0,1,0,0,0,0
DB09128,DB00952,0,0,1,0,0,0,0
DB09128,DB11859,0,0,1,0,0,0,0
DB09128,DB00837,0,0,0,0,0,1,0
DB09128,DB08059,0,0,1,0,0,0,0
DB09128,DB01238,1,0,0,0,0,0,0
DB09128,DB12163,0,0,1,0,0,0,0
DB09128,DB13875,0,0,0,0,0,0,1
DB09128,DB01104,0,0,1,0,0,0,0
DB09128,DB01142,1,0,0,0,0,0,0
DB09128,DB09185,0,0,0,0,0,0,1
